Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SG,Derrick Alston Jr. (21604436),Derrick Alston Jr.,21604436,PG/SG/G/UTIL,3000,POR@UTA 03/09/2022 10:00PM ET,UTA,0
PG/SG,Nickeil Alexander-Walker (21604440),Nickeil Alexander-Walker,21604440,PG/SG/G/UTIL,3000,POR@UTA 03/09/2022 10:00PM ET,UTA,22.15
PG/SG,MaCio Teague (21604444),MaCio Teague,21604444,PG/SG/G/UTIL,3000,POR@UTA 03/09/2022 10:00PM ET,UTA,0
PG/SG,Jared Butler (21604448),Jared Butler,21604448,PG/SG/G/UTIL,3000,POR@UTA 03/09/2022 10:00PM ET,UTA,7.10
SG/SF,Elijah Hughes (21604564),Elijah Hughes,21604564,SG/SF/F/G/UTIL,3000,POR@UTA 03/09/2022 10:00PM ET,POR,6.73
SG/SF,Trent Forrest (21604569),Trent Forrest,21604569,SG/SF/F/G/UTIL,3000,POR@UTA 03/09/2022 10:00PM ET,UTA,8.49
PG,Quinn Cook (21604690),Quinn Cook,21604690,PG/G/UTIL,3000,POR@UTA 03/09/2022 10:00PM ET,POR,0
PG,Joe Ingles (21604693),Joe Ingles,21604693,PG/G/UTIL,3000,POR@UTA 03/09/2022 10:00PM ET,POR,17.73
PF,Nino Johnson (21604759),Nino Johnson,21604759,PF/F/UTIL,3000,POR@UTA 03/09/2022 10:00PM ET,UTA,0
PF,Jarrell Brantley (21604762),Jarrell Brantley,21604762,PF/F/UTIL,3000,POR@UTA 03/09/2022 10:00PM ET,UTA,0
PF,Xavier Sneed (21604765),Xavier Sneed,21604765,PF/F/UTIL,3000,POR@UTA 03/09/2022 10:00PM ET,UTA,1.25
PF,Patrick Patterson (21604831),Patrick Patterson,21604831,PF/F/UTIL,3000,POR@UTA 03/09/2022 10:00PM ET,POR,0
SG,Denzel Valentine (21604888),Denzel Valentine,21604888,SG/G/UTIL,3000,POR@UTA 03/09/2022 10:00PM ET,UTA,6.56
SG,Jarron Cumberland (21604942),Jarron Cumberland,21604942,SG/G/UTIL,3000,POR@UTA 03/09/2022 10:00PM ET,POR,2.42
SF,Didi Louzada (21605053),Didi Louzada,21605053,SF/F/UTIL,3000,POR@UTA 03/09/2022 10:00PM ET,POR,2
SF,Keljin Blevins (21605056),Keljin Blevins,21605056,SF/F/UTIL,3000,POR@UTA 03/09/2022 10:00PM ET,POR,4.60
C,Udonis Haslem (21604222),Udonis Haslem,21604222,C/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,MIA,6.22
C,Dewayne Dedmon (21604224),Dewayne Dedmon,21604224,C/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,MIA,16.75
C,Bismack Biyombo (21604252),Bismack Biyombo,21604252,C/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,PHX,17.86
PF/C,Dario Saric (21604364),Dario Saric,21604364,PF/C/F/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,PHX,0
PG/SG,Dru Smith (21604388),Dru Smith,21604388,PG/SG/G/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,MIA,0
PG/SG,Marcus Garrett (21604392),Marcus Garrett,21604392,PG/SG/G/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,MIA,5.65
PG/SG,M.J. Walker (21604464),M.J. Walker,21604464,PG/SG/G/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,PHX,3.38
PG,Javonte Smart (21604588),Javonte Smart,21604588,PG/G/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,MIA,6.09
PG,Kyle Guy (21604591),Kyle Guy,21604591,PG/G/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,MIA,7.49
PG,Mario Chalmers (21604594),Mario Chalmers,21604594,PG/G/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,MIA,0
PG,Chasson Randle (21604639),Chasson Randle,21604639,PG/G/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,PHX,0
PG,Elfrid Payton (21604642),Elfrid Payton,21604642,PG/G/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,PHX,9.58
PF,Aric Holman (21604717),Aric Holman,21604717,PF/F/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,MIA,0
PF,Markieff Morris (21604720),Markieff Morris,21604720,PF/F/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,MIA,13.9
PF,Chris Silva (21604723),Chris Silva,21604723,PF/F/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,MIA,7.95
PF,Emanuel Terry (21604792),Emanuel Terry,21604792,PF/F/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,PHX,7.08
PF,Ish Wainright (21604795),Ish Wainright,21604795,PF/F/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,PHX,4.57
PF,Abdel Nader (21604798),Abdel Nader,21604798,PF/F/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,PHX,7.05
SG,D.J. Stewart Jr. (21604849),D.J. Stewart Jr.,21604849,SG/G/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,MIA,0
SG,Ty-Shon Alexander (21604903),Ty-Shon Alexander,21604903,SG/G/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,PHX,0
SF,Justin Jackson (21604990),Justin Jackson,21604990,SF/F/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,PHX,3.96
SF,Paris Bass (21604993),Paris Bass,21604993,SF/F/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,PHX,6
SF,Chandler Hutchison (21604996),Chandler Hutchison,21604996,SF/F/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,PHX,1.88
SF,Haywood Highsmith (21605059),Haywood Highsmith,21605059,SF/F/UTIL,3000,PHX@MIA 03/09/2022 07:30PM ET,MIA,5
C,Greg Monroe (21604183),Greg Monroe,21604183,C/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,MIL,16.27
C,Javin DeLaurier (21604226),Javin DeLaurier,21604226,C/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,MIL,3.25
C,Johnny Hamilton (21604256),Johnny Hamilton,21604256,C/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,ATL,0
C,Gorgui Dieng (21604258),Gorgui Dieng,21604258,C/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,ATL,9.74
C,Jahlil Okafor (21604260),Jahlil Okafor,21604260,C/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,ATL,0
PF/C,Sandro Mamukelashvili (21604340),Sandro Mamukelashvili,21604340,PF/C/F/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,MIL,7.01
PG/SG,Chaundee Brown Jr. (21604476),Chaundee Brown Jr.,21604476,PG/SG/G/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,ATL,12.7
PG/SG,Ibi Watson (21604480),Ibi Watson,21604480,PG/SG/G/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,ATL,0
PG/SG,AJ Lawson (21604484),AJ Lawson,21604484,PG/SG/G/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,ATL,0
PG,Jalen Lecque (21604600),Jalen Lecque,21604600,PG/G/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,MIL,0
PG,Jeff Teague (21604603),Jeff Teague,21604603,PG/G/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,MIL,0
PG,Lindell Wigginton (21604606),Lindell Wigginton,21604606,PG/G/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,MIL,5.88
PG,Jeff Dowtin (21604609),Jeff Dowtin,21604609,PG/G/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,MIL,4.15
PG,George Hill (21604612),George Hill,21604612,PG/G/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,MIL,16.70
PG,Sharife Cooper (21604645),Sharife Cooper,21604645,PG/G/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,ATL,1.70
PG,Chris Clemons (21604648),Chris Clemons,21604648,PG/G/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,ATL,0
PG,Cat Barber (21604651),Cat Barber,21604651,PG/G/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,ATL,2.58
PF,Pat Connaughton (21604726),Pat Connaughton,21604726,PF/F/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,MIL,20.63
PF,Johnny O'Bryant III (21604729),Johnny O'Bryant III,21604729,PF/F/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,MIL,0
PF,Thanasis Antetokounmpo (21604732),Thanasis Antetokounmpo,21604732,PF/F/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,MIL,7.07
PF,Jalen Johnson (21604801),Jalen Johnson,21604801,PF/F/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,ATL,3.55
PF,Justin Tillman (21604804),Justin Tillman,21604804,PF/F/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,ATL,0
PF,Kevin Knox II (21604807),Kevin Knox II,21604807,PF/F/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,ATL,5.73
SG,Elijah Bryant (21604852),Elijah Bryant,21604852,SG/G/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,MIL,0
SG,Langston Galloway (21604855),Langston Galloway,21604855,SG/G/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,MIL,7.79
SG,Skylar Mays (21604909),Skylar Mays,21604909,SG/G/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,ATL,6.24
SG,Wes Iwundu (21604912),Wes Iwundu,21604912,SG/G/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,ATL,13.75
SF,Georgios Kalaitzakis (21604957),Georgios Kalaitzakis,21604957,SF/F/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,MIL,3.22
SF,Timothe Luwawu-Cabarrot (21605011),Timothe Luwawu-Cabarrot,21605011,SF/F/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,ATL,7.70
SF,Cameron Oliver (21605014),Cameron Oliver,21605014,SF/F/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,ATL,19.75
SF,Malik Ellison (21605017),Malik Ellison,21605017,SF/F/UTIL,3000,ATL@MIL 03/09/2022 08:00PM ET,ATL,0
PG/SG,Justin Jaworski (21604153),Justin Jaworski,21604153,PG/SG/G/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,OKC,0
SF/PF,Mamadi Diakite (21604187),Mamadi Diakite,21604187,SF/PF/F/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,OKC,12.10
PG/SG,Rob Edwards (21604195),Rob Edwards,21604195,PG/SG/G/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,OKC,3.38
PF,Jaylen Hoard (21604202),Jaylen Hoard,21604202,PF/F/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,OKC,2.5
SF,Paul Watson (21604211),Paul Watson,21604211,SF/F/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,OKC,9.97
C,Mike Muscala (21604254),Mike Muscala,21604254,C/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,OKC,15.22
PF/C,Jeremiah Robinson-Earl (21604368),Jeremiah Robinson-Earl,21604368,PF/C/F/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,OKC,18.03
PG/SG,Matt Lewis (21604396),Matt Lewis,21604396,PG/SG/G/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,MIN,0
PG/SG,Leandro Bolmaro (21604400),Leandro Bolmaro,21604400,PG/SG/G/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,MIN,4.05
PG/SG,Isaiah Miller (21604404),Isaiah Miller,21604404,PG/SG/G/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,MIN,0
PG/SG,Vit Krejci (21604468),Vit Krejci,21604468,PG/SG/G/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,OKC,7.67
PG/SG,Zavier Simpson (21604472),Zavier Simpson,21604472,PG/SG/G/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,OKC,0
PG,McKinley Wright IV (21604597),McKinley Wright IV,21604597,PG/G/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,MIN,2.17
SG,Scotty Hopson (21604906),Scotty Hopson,21604906,SG/G/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,OKC,5.75
SF,Brian Bowen II (21604951),Brian Bowen II,21604951,SF/F/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,MIN,0
SF,Josh Okogie (21604954),Josh Okogie,21604954,SF/F/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,MIN,7.10
SF,Lindy Waters III (21604999),Lindy Waters III,21604999,SF/F/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,OKC,11.16
SF,Melvin Frazier Jr. (21605002),Melvin Frazier Jr.,21605002,SF/F/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,OKC,0
SF,KZ Okpala (21605005),KZ Okpala,21605005,SF/F/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,OKC,8.25
SF,Gabriel Deck (21605008),Gabriel Deck,21605008,SF/F/UTIL,3000,OKC@MIN 03/09/2022 08:00PM ET,OKC,5
SF/PF,Freddie Gillespie (21604134),Freddie Gillespie,21604134,SF/PF/F/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,ORL,10.56
PG,Devin Cannady (21604138),Devin Cannady,21604138,PG/G/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,ORL,0
PF/C,James Banks III (21604145),James Banks III,21604145,PF/C/F/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,NOP,0
PG/SG,John Petty Jr. (21604149),John Petty Jr.,21604149,PG/SG/G/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,NOP,0
C,Alize Johnson (21604160),Alize Johnson,21604160,C/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,NOP,5.98
PF,Gary Clark (21604174),Gary Clark,21604174,PF/F/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,NOP,7.62
SF,Trey Murphy III (21604180),Trey Murphy III,21604180,SF/F/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,NOP,8.14
SF/PF,Jeremiah Tilmon (21604191),Jeremiah Tilmon,21604191,SF/PF/F/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,ORL,0
PG,Jared Harper (21604199),Jared Harper,21604199,PG/G/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,NOP,7.38
SF,James Nunnally (21604208),James Nunnally,21604208,SF/F/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,NOP,0
C,Bol Bol (21604264),Bol Bol,21604264,C/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,ORL,5.38
C,Jonathan Isaac (21604266),Jonathan Isaac,21604266,C/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,ORL,0
C,Robin Lopez (21604268),Robin Lopez,21604268,C/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,ORL,15.33
SF/PF,Feron Hunt (21604296),Feron Hunt,21604296,SF/PF/F/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,NOP,0
SF/PF,Ignas Brazdeikis (21604320),Ignas Brazdeikis,21604320,SF/PF/F/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,ORL,6.41
PG/SG,Kira Lewis Jr. (21604412),Kira Lewis Jr.,21604412,PG/SG/G/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,NOP,11.70
PG/SG,Hassani Gravett (21604488),Hassani Gravett,21604488,PG/SG/G/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,ORL,14.91
PG,PJ Dozier (21604660),PJ Dozier,21604660,PG/G/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,ORL,14.12
PG,Mychal Mulder (21604663),Mychal Mulder,21604663,PG/G/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,ORL,6.55
PF,Zylan Cheatham (21604738),Zylan Cheatham,21604738,PF/F/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,NOP,0
PF,Anthony Tolliver (21604741),Anthony Tolliver,21604741,PF/F/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,NOP,0
PF,Aleem Ford (21604813),Aleem Ford,21604813,PF/F/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,ORL,7.35
PF,Admiral Schofield (21604816),Admiral Schofield,21604816,PF/F/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,ORL,6.91
SG,Justin James (21604864),Justin James,21604864,SG/G/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,NOP,0
SG,Miye Oni (21604867),Miye Oni,21604867,SG/G/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,NOP,1.33
SG,E'Twaun Moore (21604921),E'Twaun Moore,21604921,SG/G/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,ORL,0
SG,Sindarius Thornwell (21604924),Sindarius Thornwell,21604924,SG/G/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,ORL,0
SF,Daulton Hommes (21604960),Daulton Hommes,21604960,SF/F/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,NOP,0
SF,B.J. Johnson (21605023),B.J. Johnson,21605023,SF/F/UTIL,3000,ORL@NOP 03/09/2022 08:00PM ET,ORL,12.19
C,Aron Baynes (21604270),Aron Baynes,21604270,C/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,TOR,0
C,Daniel Oturu (21604272),Daniel Oturu,21604272,C/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,TOR,6.42
SF/PF,Justin Champagnie (21604328),Justin Champagnie,21604328,SF/PF/F/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,TOR,5.86
PF/C,Devontae Cacok (21604348),Devontae Cacok,21604348,PF/C/F/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,SAS,10.86
PG/SG,DJ Steward (21604424),DJ Steward,21604424,PG/SG/G/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,SAS,0
PG/SG,Ashton Hagans (21604492),Ashton Hagans,21604492,PG/SG/G/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,TOR,0
SG/SF,Denzel Mahoney (21604534),Denzel Mahoney,21604534,SG/SF/F/G/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,SAS,0
PG,David Johnson (21604681),David Johnson,21604681,PG/G/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,TOR,0
PG,Dalano Banton (21604684),Dalano Banton,21604684,PG/G/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,TOR,9.16
PG,Armoni Brooks (21604708),Armoni Brooks,21604708,PG/G/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,TOR,12.08
PF,Keita Bates-Diop (21604747),Keita Bates-Diop,21604747,PF/F/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,SAS,12.7
PF,D.J. Wilson (21604825),D.J. Wilson,21604825,PF/F/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,TOR,17.12
PF,Juwan Morgan (21604828),Juwan Morgan,21604828,PF/F/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,TOR,12
SG,Jaylen Morris (21604873),Jaylen Morris,21604873,SG/G/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,SAS,2.33
SG,Robert Woodard II (21604876),Robert Woodard II,21604876,SG/G/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,SAS,2.44
SG,Joe Wieskamp (21604879),Joe Wieskamp,21604879,SG/G/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,SAS,4
SG,Tyler Johnson (21604882),Tyler Johnson,21604882,SG/G/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,SAS,9.33
SG,Svi Mykhailiuk (21604936),Svi Mykhailiuk,21604936,SG/G/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,TOR,9.87
SG,Breein Tyree (21604939),Breein Tyree,21604939,SG/G/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,TOR,0
SF,Anthony Lamb (21604969),Anthony Lamb,21604969,SF/F/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,SAS,2.12
SF,Alex Antetokounmpo (21605032),Alex Antetokounmpo,21605032,SF/F/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,TOR,0
SF,Josh Hall (21605035),Josh Hall,21605035,SF/F/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,TOR,0
SF,Sam Dekker (21605038),Sam Dekker,21605038,SF/F/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,TOR,0
SF,Isaac Bonga (21605041),Isaac Bonga,21605041,SF/F/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,TOR,3.09
SF,Romeo Langford (21605062),Romeo Langford,21605062,SF/F/UTIL,3000,TOR@SAS 03/09/2022 08:30PM ET,SAS,10.09
